timestamp,nb_matches
1603266598.40169,0
1603266598.502579,1422
1603266598.603396,1460
1603266598.7042658,1463
1603266598.8051457,1450
1603266598.906039,1409
1603266599.006903,1405
1603266599.107746,1407
1603266599.208647,1431
1603266599.309517,1413
1603266599.4103959,1413
1603266599.5112638,1473
1603266599.6121268,1408
1603266599.7129686,1430
1603266599.813848,1408
1603266599.914728,1577
1603266600.0156069,1595
1603266600.116487,1576
1603266600.217315,1579
1603266600.318218,1620
1603266600.4190938,1637
1603266600.5199618,1714
1603266600.6208248,1718
1603266600.721668,1658
1603266600.8225338,1745
1603266600.923404,1911
1603266601.0243149,1915
1603266601.125181,1966
1603266601.226059,1944
1603266601.326953,1940
1603266601.4277909,2087
1603266601.5286632,2063
1603266601.629516,2131
1603266601.730383,2128
1603266601.831279,2145
1603266601.9321449,2140
1603266602.033012,2174
1603266602.133939,2170
1603266602.234755,2171
1603266602.3356268,2197
1603266602.4364948,2200
1603266602.537387,2184
1603266602.638267,2167
1603266602.73914,2247
1603266602.840009,2208
1603266602.940868,2221
1603266603.0417168,2212
1603266603.142592,2266
1603266603.243465,2253
1603266603.3442988,2223
1603266603.445243,2238
1603266603.5460699,2243
1603266603.6469479,2262
1603266603.7478127,2260
1603266603.848775,2215
1603266603.949559,2258
1603266604.050444,2250
1603266604.151299,2260
1603266604.252137,2290
1603266604.353039,2251
1603266604.453908,2228
1603266604.5547903,2258
1603266604.655639,2253
1603266604.756522,2220
1603266604.857384,2239
1603266604.9582598,2235
1603266605.0590959,2214
1603266605.160054,2221
1603266605.260846,2239
1603266605.361716,2201
1603266605.4625869,2201
1603266605.563534,2252
1603266605.66432,2244
1603266605.76519,2221
1603266605.8660629,2239
1603266605.9669359,2231
1603266606.067808,2288
1603266606.168678,2306
1603266606.2695498,2301
1603266606.370421,2290
1603266606.471292,2293
1603266606.572167,2266
1603266606.673038,2292
1603266606.773902,2337
1603266606.874805,2297
1603266606.975646,2277
1603266607.076514,2285
1603266607.1773908,2266
1603266607.278262,2261
1603266607.379137,2262
1603266607.480001,2280
1603266607.580874,2259
1603266607.681749,2265
1603266607.7826169,2269
